run_name,model,base_model,source,objective,train_examples,logged_step,logged_epoch,samples_seen,train_loss
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,10,0.11,330.99,1.5514
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,20,0.21,631.89,0.3545
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,30,0.32,962.88,0.2421
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,40,0.43,1293.87,0.2204
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,50,0.53,1594.77,0.2096
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,60,0.64,1925.76,0.2131
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,70,0.74,2226.66,0.2049
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,80,0.85,2557.65,0.2022
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,90,0.96,2888.64,0.1896
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,100,1.05,3159.4500000000003,0.1733
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,110,1.16,3490.44,0.165
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,120,1.27,3821.43,0.1642
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,130,1.37,4122.33,0.1628
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,140,1.48,4453.32,0.1597
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,150,1.58,4754.22,0.1679
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,160,1.69,5085.21,0.1605
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,170,1.8,5416.2,0.1571
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,180,1.9,5717.099999999999,0.154
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,190,2.0,6018.0,0.1549
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,200,2.11,6348.99,0.1305
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,210,2.21,6649.89,0.1204
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,220,2.32,6980.879999999999,0.1246
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,230,2.43,7311.870000000001,0.1237
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,240,2.53,7612.769999999999,0.1234
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,250,2.64,7943.76,0.1237
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,260,2.74,8244.66,0.1227
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,270,2.85,8575.65,0.1217
mistral7b_judge_shared_lit_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Lit,verdict-only,3009,280,2.96,8906.64,0.1196
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,10,0.19,314.64,1.4145
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,20,0.39,645.84,0.4036
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,30,0.58,960.48,0.3266
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,40,0.77,1275.12,0.3048
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,50,0.97,1606.32,0.2988
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,60,1.15,1904.4,0.227
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,70,1.35,2235.6000000000004,0.2183
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,80,1.54,2550.24,0.2106
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,90,1.73,2864.88,0.2161
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,100,1.93,3196.08,0.1933
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,110,2.12,3510.7200000000003,0.168
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,120,2.31,3825.36,0.1237
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,130,2.5,4140.0,0.1281
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,140,2.7,4471.200000000001,0.1238
mistral7b_judge_shared_synth_verdict_only,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.2,GT Synth,verdict-only,1656,150,2.89,4785.84,0.121
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,10,0.11,330.99,1.3825
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,20,0.21,631.89,0.0297
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,30,0.32,962.88,0.0291
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,40,0.43,1293.87,0.0281
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,50,0.53,1594.77,0.0237
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,60,0.64,1925.76,0.0282
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,70,0.74,2226.66,0.0206
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,80,0.85,2557.65,0.0262
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,90,0.96,2888.64,0.0208
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,100,1.05,3159.4500000000003,0.0212
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,110,1.16,3490.44,0.0248
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,120,1.27,3821.43,0.0156
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,130,1.37,4122.33,0.0208
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,140,1.48,4453.32,0.0182
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,150,1.58,4754.22,0.0189
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,160,1.69,5085.21,0.0157
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,170,1.8,5416.2,0.0167
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,180,1.9,5717.099999999999,0.0145
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,190,2.0,6018.0,0.0283
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,200,2.11,6348.99,0.0282
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,210,2.21,6649.89,0.0155
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,220,2.32,6980.879999999999,0.0128
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,230,2.43,7311.870000000001,0.0071
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,240,2.53,7612.769999999999,0.014
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,250,2.64,7943.76,0.014
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,260,2.74,8244.66,0.0125
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,270,2.85,8575.65,0.0085
qwen3_14b_judge_shared_lit_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Lit,verdict-only,3009,280,2.96,8906.64,0.0104
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,10,0.19,314.64,1.3253
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,20,0.39,645.84,0.0422
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,30,0.58,960.48,0.0415
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,40,0.77,1275.12,0.0299
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,50,0.97,1606.32,0.0359
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,60,1.15,1904.4,0.0216
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,70,1.35,2235.6000000000004,0.0295
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,80,1.54,2550.24,0.0182
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,90,1.73,2864.88,0.0232
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,100,1.93,3196.08,0.0192
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,110,2.12,3510.7200000000003,0.0187
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,120,2.31,3825.36,0.0151
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,130,2.5,4140.0,0.0111
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,140,2.7,4471.200000000001,0.013
qwen3_14b_judge_shared_synth_verdict_only,Qwen3-14B,Qwen/Qwen3-14B,GT Synth,verdict-only,1656,150,2.89,4785.84,0.0126
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,10,0.11,330.99,1.2861
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,20,0.21,631.89,0.0216
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,30,0.32,962.88,0.0236
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,40,0.43,1293.87,0.0246
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,50,0.53,1594.77,0.0221
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,60,0.64,1925.76,0.0273
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,70,0.74,2226.66,0.0196
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,80,0.85,2557.65,0.0256
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,90,0.96,2888.64,0.0227
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,100,1.05,3159.4500000000003,0.0218
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,110,1.16,3490.44,0.0222
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,120,1.27,3821.43,0.0161
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,130,1.37,4122.33,0.019
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,140,1.48,4453.32,0.0162
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,150,1.58,4754.22,0.0192
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,160,1.69,5085.21,0.0138
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,170,1.8,5416.2,0.015
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,180,1.9,5717.099999999999,0.0113
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,190,2.0,6018.0,0.0211
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,200,2.11,6348.99,0.0207
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,210,2.21,6649.89,0.0137
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,220,2.32,6980.879999999999,0.0091
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,230,2.43,7311.870000000001,0.0063
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,240,2.53,7612.769999999999,0.0114
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,250,2.64,7943.76,0.0106
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,260,2.74,8244.66,0.0095
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,270,2.85,8575.65,0.0057
qwen3_32b_judge_shared_lit_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Lit,verdict-only,3009,280,2.96,8906.64,0.0078
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,10,0.19,314.64,1.19
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,20,0.39,645.84,0.0367
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,30,0.58,960.48,0.0356
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,40,0.77,1275.12,0.025
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,50,0.97,1606.32,0.0334
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,60,1.15,1904.4,0.0191
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,70,1.35,2235.6000000000004,0.0325
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,80,1.54,2550.24,0.0188
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,90,1.73,2864.88,0.022
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,100,1.93,3196.08,0.0171
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,110,2.12,3510.7200000000003,0.0186
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,120,2.31,3825.36,0.0153
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,130,2.5,4140.0,0.0124
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,140,2.7,4471.200000000001,0.0129
qwen3_32b_judge_shared_synth_verdict_only,Qwen3-32B,Qwen/Qwen3-32B,GT Synth,verdict-only,1656,150,2.89,4785.84,0.0112
cld_qwen3_235b_shared_lit_vo_21019837,Qwen3-235B (prelim),Qwen/Qwen3-235B-A22B,GT Lit,verdict-only,3009,10,0.11,330.99,0.5649
cld_qwen3_235b_shared_lit_vo_21019837,Qwen3-235B (prelim),Qwen/Qwen3-235B-A22B,GT Lit,verdict-only,3009,20,0.21,631.89,0.0229
